filename, button, field, heading, iframe, image, label, link, text
plosone_org_png.rf.11a44d241cd3ff57190c5ced5cf3656a.jpg, 1, 1, 1, 1, 1, 0, 0, 1
groups_google_com_png.rf.12628f7f978bec8b0294741b3f57b7ee.jpg, 1, 1, 1, 0, 1, 0, 1, 1
corriere_it_png.rf.123b19c7a3ae9a8a606900def45cb549.jpg, 1, 0, 1, 0, 1, 0, 1, 1
fairuse_stanford_edu_png.rf.120b69f262d386771c630bd1737d2767.jpg, 1, 0, 1, 1, 1, 0, 1, 1
inc_com_png.rf.0ff5c2166df192b2dfa64b386151aa78.jpg, 1, 0, 1, 0, 1, 0, 1, 1
git-scm_com_png.rf.0oxNqKEbbUo5EwVaUp8j.jpg, 1, 1, 1, 0, 1, 0, 1, 1
minnpost_com_png.rf.125e969d2a9b33d8135b56511c813426.jpg, 1, 0, 1, 1, 1, 0, 1, 1
de_wikipedia_org_png.rf.0o1lVbU61I7DaoDDxkxR.jpg, 1, 1, 1, 0, 1, 0, 1, 1
web_facebook_com_png.rf.0f5aaa7aa07948dc419831990039a6a1.jpg, 1, 1, 1, 0, 1, 1, 1, 1
cdc_gov_png.rf.12a558027c00fac732c140bee2907fd0.jpg, 1, 0, 0, 0, 1, 0, 1, 1
esa_int_png.rf.12a7e8f10b4da46d256f072fddbe1227.jpg, 1, 0, 1, 0, 1, 1, 1, 1
docs_python_org_png.rf.12f48b7e040d768e436e8ea5eb23944d.jpg, 0, 1, 1, 0, 1, 0, 1, 1
slate_com_png.rf.12fc436dc9e0dabde1f4cf6f28723104.jpg, 1, 1, 1, 1, 1, 0, 0, 1
abcnews_go_com_png.rf.13407cc96fa548fb967359a3786d7996.jpg, 1, 0, 1, 0, 1, 0, 1, 1
outlook_com_png.rf.1369a852567ad4d270c466771067c51c.jpg, 1, 0, 1, 0, 0, 0, 0, 1
plus_google_com_png.rf.1385d1a0ed581b6d5f1c00f29660550f.jpg, 1, 1, 1, 0, 1, 0, 1, 1
good_is_png.rf.13bf016a0353fbd65534a6d9de259930.jpg, 1, 0, 1, 0, 1, 0, 1, 1
es_wordpress_org_png.rf.13d93f0d0646d1f3817adaa27358f518.jpg, 1, 0, 1, 0, 1, 0, 0, 1
rakuten_com_png.rf.14253b91725488310d25a820b00ad0b0.jpg, 1, 1, 0, 0, 1, 0, 1, 1
imgur_com_png.rf.14345793c22eb33dbb259188ff9618d4.jpg, 1, 1, 0, 0, 1, 0, 1, 1
dell_com_png.rf.144418a753b5dd2bee41c8ddcf35fe9a.jpg, 1, 1, 1, 1, 1, 0, 0, 1
northeastern_edu_png.rf.1454678b609587d9039d866ad5987cff.jpg, 1, 0, 1, 0, 1, 0, 0, 1
gplus_to_png.rf.14ba1cc2ac834408ed765413aa72c0e6.jpg, 0, 0, 0, 1, 0, 0, 0, 1
skillshare_com_png.rf.1539e5fb934c0409e2fdb00719939a57.jpg, 1, 0, 1, 0, 1, 0, 1, 1
vogue_in_png.rf.15858b9431cdd9b085340df268f525d5.jpg, 1, 0, 1, 0, 1, 0, 1, 1
arte_tv_png.rf.1598ce1f903b1be6e06fbeaf19c5ba4e.jpg, 1, 0, 1, 0, 1, 0, 1, 1
insta360_com_png.rf.15acdad6e12d6c591c4e82164ff0d34e.jpg, 1, 0, 0, 0, 1, 0, 0, 1
kobo_com_png.rf.16cbd645490d3d3b67069a0f6c08838a.jpg, 1, 1, 1, 0, 1, 0, 1, 1
weheartit_com_png.rf.176e9b0932d2fb58c407d68c9748f65a.jpg, 1, 1, 1, 1, 1, 0, 1, 1
research_googleblog_com_png.rf.1808c77f9a859106624077c5a783a14e.jpg, 1, 1, 1, 0, 1, 0, 1, 1
help_instagram_com_png.rf.188154f8de7f8ff6ddcb4b10084ddac7.jpg, 1, 1, 1, 0, 1, 0, 1, 1
fastcompany_com_png.rf.18I8owzuDml3WgZVX8vY.jpg, 1, 0, 1, 0, 1, 0, 1, 1
ec_europa_eu_png.rf.18a4fc12a18e99747a5c84bf390f7a16.jpg, 1, 0, 1, 0, 1, 0, 1, 1
security_googleblog_com_png.rf.18cd425f5dc020fa66a389a927c9111c.jpg, 1, 1, 1, 1, 1, 0, 1, 1
airbnb_ru_png.rf.194d00bfcc92fdb55020f33875b34c27.jpg, 1, 1, 1, 0, 1, 0, 1, 1
edition_cnn_com_png.rf.196fcb5120b36a1f60eeaebd1694cd84.jpg, 1, 0, 1, 1, 1, 0, 1, 1
sustainabledevelopment_un_org_png.rf.19d3c692f7f829bb14312338a50e062f.jpg, 1, 0, 1, 0, 1, 0, 1, 1
commons_wikimedia_org_png.rf.19deed128a50c4707d30c3c7a0ea2c7a.jpg, 1, 1, 1, 0, 1, 0, 1, 1
nobelprize_org_png.rf.19e8cb56afa9835971b5fc2a0afc7c7e.jpg, 1, 0, 1, 1, 1, 0, 1, 1
optinmonster_com_png.rf.1E8m3GX1rpelNtkqZTjc.jpg, 1, 0, 1, 1, 1, 0, 1, 1
html5rocks_com_png.rf.1HbAPuiCQ3TXe0u7j5OC.jpg, 1, 0, 1, 0, 1, 0, 1, 1
fedex_com_png.rf.1IWY39hnzgWGyZA8N4qT.jpg, 1, 0, 1, 0, 1, 0, 1, 1
ftc_gov_png.rf.1JJmUzuE2ONHgyfXKm4Q.jpg, 1, 1, 1, 0, 1, 0, 1, 1
nest_com_png.rf.1XmbOeSBuIy4Nhdv8sJF.jpg, 1, 0, 1, 0, 1, 0, 1, 1
broadwayworld_com_png.rf.1YnAugyQejZWrM37rgfl.jpg, 1, 1, 1, 1, 1, 0, 1, 1
bom_to_png.rf.1a0e84e217cca0da481e056235146671.jpg, 1, 1, 1, 1, 1, 0, 1, 1
qualitywebmarketing_net_png.rf.1a78ee4ec1647280b799768dc322a1a6.jpg, 1, 0, 1, 0, 1, 0, 1, 1
sketchfab_com_png.rf.1a966df8aef003ca1f1d0ca50177253c.jpg, 1, 0, 1, 1, 1, 0, 1, 1
khanacademy_org_png.rf.1ac28aac012198c4973d018cbba03f2a.jpg, 1, 0, 1, 0, 1, 0, 1, 1
ftc_gov_png.rf.1ae2875bceb2252af2248cd155f61d64.jpg, 1, 1, 1, 0, 1, 0, 1, 1
youtube_googleblog_com_png.rf.1b13a860d1942ebacfa27273f8ce5e25.jpg, 1, 1, 1, 1, 1, 0, 1, 1
draugiem_lv_png.rf.1bc54375225f9d9b77536e3f4abdff96.jpg, 1, 1, 0, 0, 1, 0, 1, 1
explorestlouis_com_png.rf.1c0e6d16676d90aadd0ebaee979e5ab8.jpg, 1, 0, 1, 0, 1, 0, 0, 1
forums_adobe_com_png.rf.1c451b92ee6b0c7eeb87478b5e426dc8.jpg, 1, 1, 0, 0, 1, 0, 1, 1
secure_php_net_png.rf.1c5f136fc3e7bf798454bdc0a69126e6.jpg, 1, 1, 1, 0, 1, 0, 1, 1
amnestyusa_org_png.rf.1c607b43bec92d61bd3e420f79e408d5.jpg, 1, 1, 1, 0, 1, 0, 0, 1
getcomposer_org_png.rf.1d0639158278ff5412bb877a8bde06ae.jpg, 1, 0, 1, 0, 1, 0, 1, 1
webmasters_googleblog_com_png.rf.1df31b0d0cd4874102b3d4770c0f2da0.jpg, 1, 1, 1, 1, 1, 0, 1, 1
amazon_in_png.rf.1d3816fdf33679a815e4786bf770e352.jpg, 1, 1, 1, 0, 1, 0, 1, 1
fas_org_png.rf.1e2cad1cae4d216324d0e27885aa6364.jpg, 1, 1, 0, 1, 1, 0, 1, 1
g1_globo_com_png.rf.1d723c2914344b60fe0eec02923c67ba.jpg, 1, 0, 1, 1, 1, 0, 1, 1
wa_me_png.rf.1f208e07ced77e89cd7c01062dc5c86a.jpg, 1, 0, 1, 0, 1, 0, 1, 1
business_linkedin_com_png.rf.1fd0bf95a0553c9c6c7accac65072d66.jpg, 1, 0, 1, 0, 1, 0, 0, 1
thestar_com_png.rf.1fde904a0c3567455ee08f9fe8380eae.jpg, 1, 0, 1, 0, 1, 0, 1, 1
mapsengine_google_com_png.rf.1jLs0KBx4Ep6HQucAKlO.jpg, 0, 0, 1, 0, 0, 0, 1, 1
slides_com_png.rf.1k23guCsj9SwlI6JobYe.jpg, 1, 0, 1, 0, 1, 0, 0, 1
privacyshield_gov_png.rf.1xmCloe9ZjTBY7D2i3ae.jpg, 1, 0, 1, 0, 1, 0, 1, 1
theringer_com_png.rf.1lB6qYwymXyKgIRXvquM.jpg, 1, 0, 1, 0, 1, 0, 0, 1
amazon_de_png.rf.1zX4360mTJS9Bdv8O8E9.jpg, 1, 1, 1, 1, 1, 0, 1, 1
rottentomatoes_com_png.rf.204d7de0472b31a34b672ef42a62df84.jpg, 1, 1, 1, 0, 1, 0, 1, 1
wattpad_com_png.rf.20005f727db900405250bb9de267342a.jpg, 1, 1, 1, 0, 1, 0, 0, 1
callofduty_com_png.rf.20624b81e6fc4bc772b1586bc6e93199.jpg, 1, 0, 1, 0, 1, 0, 0, 1
thehill_com_png.rf.20a78a7929df7a2bea7df3960361d927.jpg, 1, 1, 1, 1, 1, 0, 1, 1
punchng_com_png.rf.20b21dc6d17946c177678878fdcb9068.jpg, 1, 0, 1, 1, 1, 0, 0, 1
checkpoint_com_png.rf.21484d09a193779531889c0c6214abeb.jpg, 1, 0, 1, 0, 1, 0, 1, 1
privacy_google_com_png.rf.216095f9fb8c8c8856c20e30106e5336.jpg, 1, 0, 1, 0, 1, 0, 0, 1
tools_google_com_png.rf.2189f5adeef0291976660af9d964ac4a.jpg, 1, 0, 1, 0, 1, 0, 1, 1
hdl_handle_net_png.rf.21cdfef35683c92dda4e27f923a53328.jpg, 0, 1, 1, 0, 1, 0, 1, 1
cdnjs_cloudflare_com_png.rf.22236fb6a2fd7eb235067efeef0c20a9.jpg, 1, 1, 0, 0, 1, 0, 1, 1
nhs_uk_png.rf.223eef04c3342481904a02504b798997.jpg, 1, 1, 1, 0, 1, 0, 1, 1
nytimes_com_png.rf.225b1155244e5a8b4c7a591ee9256e6c.jpg, 1, 0, 1, 1, 1, 0, 1, 1
gfycat_com_png.rf.2275c190bc1cdc9b1b9d24249476bac1.jpg, 1, 1, 1, 1, 1, 0, 1, 1
bitbucket_org_png.rf.22b1b044a1065ee6ad0d9d98f3a0a189.jpg, 1, 0, 1, 0, 1, 0, 1, 1
uk_linkedin_com_png.rf.2331e9b44b5f342012283850f96fdb61.jpg, 1, 0, 1, 0, 1, 0, 0, 1
slideshare_net_png.rf.2370570281d0fb30d6426ebba86e053e.jpg, 1, 1, 1, 1, 1, 0, 1, 1
azure_microsoft_com_png.rf.237db1fbd82ab300effa52571b9a9ce5.jpg, 1, 0, 1, 0, 1, 0, 0, 1
lavanguardia_com_png.rf.23T4AEaUPNIEfewh5MOH.jpg, 1, 0, 1, 0, 1, 0, 1, 1
reddit_com_png.rf.23ab85a809494f90a7534ff53b74dd8f.jpg, 1, 1, 1, 0, 1, 0, 1, 1
harborfreight_com_png.rf.23ef688473af561c0f26d5c69efb4f5e.jpg, 1, 1, 1, 0, 1, 0, 1, 1
sumo_com_png.rf.23fd3aae8dd4949f1e1c7d69f58e79ba.jpg, 1, 1, 1, 0, 1, 0, 1, 1
shopify_com_png.rf.24abb44db70ef5147f873657cf3b1b50.jpg, 1, 1, 1, 0, 1, 0, 1, 1
schema_org_png.rf.24e721ad705ec200be9801713195fb22.jpg, 1, 1, 1, 0, 1, 0, 0, 1
appleinsider_com_png.rf.26863df9fe79a5951137f2f0bc0701ff.jpg, 1, 0, 1, 1, 1, 0, 0, 1
jdrf_org_png.rf.26e02e878e17da8d72b5b820ad69b725.jpg, 1, 1, 1, 0, 1, 1, 1, 1
priceline_com_png.rf.27331022e55d56f52f585f741754c855.jpg, 0, 0, 1, 1, 1, 0, 0, 1
radar_avrotros_nl_png.rf.27f82d21206cef1e21ba40a14e6dcf7d.jpg, 1, 1, 1, 0, 1, 0, 1, 1
salesforce_com_png.rf.2825039c86facb89d3727cd6726ca8c7.jpg, 1, 0, 1, 1, 1, 0, 0, 1
fusion_net_png.rf.282f13a2c48ce5b6dcdd78ed9ad26c10.jpg, 1, 0, 1, 0, 1, 0, 1, 1
strava_com_png.rf.28ceec086625a5462f1b2cd3303163a3.jpg, 1, 0, 1, 0, 1, 0, 1, 1
caniuse_com_png.rf.29289fa2fb12eec6fc3234617be45804.jpg, 1, 1, 1, 0, 1, 0, 1, 1
crowdrise_com_png.rf.292ac1866fd0e3051c87dbdc6b93e8b3.jpg, 1, 0, 1, 0, 1, 0, 1, 1
vizeo_net_png.rf.2955bb013d5b3e64e182674c6979e71f.jpg, 1, 0, 0, 1, 1, 0, 0, 1
blog_goo_ne_jp_png.rf.297c6fa96fb60137e777c56c77b7351e.jpg, 1, 0, 1, 0, 1, 0, 1, 1
mtv_com_png.rf.297607338e5a0d5753257da268afa401.jpg, 1, 0, 0, 0, 1, 0, 1, 1
ceneo_pl_png.rf.29ac1b0660a59e42658603a3fb47bd84.jpg, 1, 1, 1, 0, 1, 0, 1, 1
abc_net_au_png.rf.29def65209925c573b9488f3a121317b.jpg, 1, 0, 1, 1, 1, 0, 1, 1
youcaring_com_png.rf.2EjWR5II9QHwcHUhtjYE.jpg, 1, 0, 1, 0, 1, 0, 1, 1
apple_com_png.rf.2OOmdq0KOHMCWIUYzzv6.jpg, 1, 0, 1, 0, 1, 0, 1, 1
justice_gov_png.rf.2XqCEJ0jgpuLBFuA7WRp.jpg, 1, 1, 1, 0, 1, 0, 1, 1
chrome_google_com_png.rf.2a1f1aba8ef7463964d0cf39535440df.jpg, 1, 0, 1, 0, 1, 0, 1, 1
promods_net_png.rf.2acadb7d748a0055eab5af27f8a07463.jpg, 1, 0, 1, 0, 1, 0, 1, 1
thesun_co_uk_png.rf.2b3970f95975df03fcd2441b8d5a4d9c.jpg, 1, 0, 1, 0, 1, 0, 1, 1
vimeo_com_png.rf.2bd9720b6e2ac09a2ea71dfbe6472a19.jpg, 0, 0, 1, 1, 1, 0, 0, 1
themegrill_com_png.rf.2c3DyE3SbrAff3TZz463.jpg, 1, 0, 1, 0, 1, 0, 1, 1
atom_io_png.rf.2c788e8f36254c812f14ba8ca6cc6686.jpg, 1, 0, 0, 0, 1, 0, 0, 1
deezer_com_png.rf.2c8571678958e71a9a92512f787a14b5.jpg, 1, 0, 1, 0, 1, 0, 1, 1
yandex_ru_png.rf.2c8cb524c9519ee5b453fd452c79a2ee.jpg, 1, 1, 1, 0, 1, 0, 1, 1
ifttt_com_png.rf.2cbdff6f3e7ebca577bdd2e8ee537761.jpg, 1, 1, 0, 0, 1, 0, 1, 1
goodreads_com_png.rf.2cc8519eec3ae78668dcccb81bbc93c7.jpg, 1, 1, 1, 0, 1, 1, 1, 1
uscis_gov_png.rf.2cd4bb0071e722b3f85f66c1463ece4d.jpg, 1, 1, 0, 0, 1, 0, 1, 1
web_stagram_com_png.rf.2d0445e24b773ec700b5eeee113d28e1.jpg, 1, 1, 1, 0, 1, 0, 1, 1
mentalfloss_com_png.rf.2d5f887db388d5aea51ed17a31507591.jpg, 1, 0, 0, 0, 1, 0, 1, 1
ask_fm_png.rf.2d8f3597a862ace1c12c194d9c59cb29.jpg, 1, 0, 0, 0, 1, 0, 0, 1
eepurl_com_png.rf.2e354c250005f140f1401a6cd6e0fd09.jpg, 0, 0, 1, 0, 1, 0, 1, 1
gist_github_com_png.rf.2e72d4dc5437741182f7f3dd154ef036.jpg, 1, 1, 1, 0, 1, 0, 1, 1
expedia_com_png.rf.2e88c553c6c714c424c89dd8ea18483d.jpg, 1, 1, 1, 1, 1, 0, 0, 1
ocw_mit_edu_png.rf.2ea29ccbaba540adf9906fe1b556eaba.jpg, 1, 1, 1, 0, 1, 0, 1, 1
joomla_org_png.rf.2ec63e24b31a334e8d4a9f45985e9ad8.jpg, 1, 1, 1, 1, 0, 0, 1, 1
ecfr_gov_png.rf.2f37a71dc73030063d5046a8ff09709e.jpg, 0, 1, 1, 0, 1, 1, 1, 1
goo_gl_png.rf.2f4dfcd84516121945d6aafd957ac46c.jpg, 1, 1, 1, 1, 1, 0, 1, 1
spektrum_de_png.rf.2f8568530f2b1ba646234850d0409f2e.jpg, 1, 1, 1, 1, 1, 0, 1, 1
stock_adobe_com_png.rf.2f95DtrgqU1yORgphGRQ.jpg, 1, 1, 1, 0, 1, 0, 1, 1
houzz_com_png.rf.2fXXaSeJJ7RE9CwAF7aT.jpg, 1, 1, 1, 1, 1, 0, 1, 1
americanexpress_com_png.rf.2fe2a05072bf595d1f9e7784162e5944.jpg, 1, 1, 1, 0, 1, 1, 1, 1
letterboxd_com_png.rf.301060ae740c444a60b9c18440acae73.jpg, 1, 1, 1, 0, 1, 0, 0, 1
citylab_com_png.rf.3089832e19a0307bac745c5efb050643.jpg, 1, 0, 1, 0, 1, 0, 1, 1
berkeley_edu_png.rf.30W2fWMWiVi8yVxL2qK8.jpg, 1, 1, 1, 0, 0, 0, 1, 1
theguardian_com_png.rf.30dac2e6927bd17bac113010d4b70264.jpg, 1, 0, 1, 0, 1, 0, 0, 1
nrdc_org_png.rf.30f82d86bed3ee1cefaddfc8014ab757.jpg, 1, 1, 1, 0, 1, 0, 1, 1
huffpost_com_png.rf.314b75c0167274b529df0ad823ff35b2.jpg, 1, 0, 1, 1, 1, 0, 1, 0
guardian_co_uk_png.rf.320aeb69f1550df57fed6e57db8e19c8.jpg, 1, 0, 1, 1, 1, 0, 0, 1
otto_de_png.rf.327ad0ed8d5c8a16ebd1888db762ad26.jpg, 1, 1, 0, 0, 1, 0, 1, 1
sciencemag_org_png.rf.32ef8b0baac7f3b28839f28841aefac9.jpg, 1, 0, 1, 1, 1, 0, 1, 1
octagonarts_org_png.rf.32f6f0955b65abf41264ae2e5e115bd2.jpg, 1, 0, 1, 0, 1, 0, 0, 1
startribune_com_png.rf.32f96af93a49dacfb88eba2f778f281d.jpg, 1, 0, 1, 1, 1, 0, 1, 1
support_apple_com_png.rf.33360adaf3ead4117dec8f1d28bf24c9.jpg, 1, 1, 1, 0, 1, 0, 0, 1
patreon_com_png.rf.339339cbf70d315f0599be85f3c003f1.jpg, 1, 1, 1, 0, 1, 0, 0, 1
tvtropes_org_png.rf.340d778982e7f924112e10d6c22317e9.jpg, 1, 1, 1, 0, 1, 0, 1, 1
fortune_com_png.rf.3465c6b47b9864878719d2e9c7336471.jpg, 1, 0, 1, 0, 1, 0, 1, 1
ravelry_com_png.rf.347eebeff97712f3f0163f4fd3d09ad7.jpg, 1, 1, 0, 0, 1, 1, 1, 1
consumer_ftc_gov_png.rf.34a80a70d3837cbaba572ae6d53c42a0.jpg, 1, 1, 1, 0, 1, 0, 1, 1
mapsengine_google_com_png.rf.3588ae6b491b7a94d6a46fe010c5e404.jpg, 0, 0, 1, 0, 0, 0, 1, 1
nodejs_org_png.rf.35EMVcVrQzzBne0nn9gT.jpg, 1, 0, 1, 0, 1, 0, 1, 1
flavors_me_png.rf.35eb053cdf59c5bb85c1466531836610.jpg, 0, 0, 0, 0, 1, 0, 1, 1
blog_livedoor_jp_png.rf.36713b34cf84368aeaf5ad81e372c6df.jpg, 1, 0, 1, 0, 1, 0, 1, 1
evenea_pl_png.rf.36b549504953542de63dfa3092846013.jpg, 1, 1, 1, 1, 1, 1, 1, 1
tagmanager_google_com_png.rf.373458bf3dcee413be7c2e7454faf7c3.jpg, 1, 1, 1, 0, 1, 0, 1, 1
businessinsider_com_png.rf.37bd74584aa29ae623894f96972f8147.jpg, 1, 0, 1, 0, 1, 0, 1, 1
evernote_com_png.rf.38680e1f4cc9d360b2b3eae2e51b4a62.jpg, 1, 0, 1, 0, 1, 0, 1, 1
trello_com_png.rf.390671d043e5d85d81be0ac9c0d36fc3.jpg, 1, 1, 1, 0, 1, 0, 0, 1
lego_com_png.rf.3915209e8111b8a525a75f9bdb5ff24b.jpg, 1, 1, 1, 0, 1, 0, 1, 1
bbcamerica_com_png.rf.391db9c0faa91c4f132d95272782b0be.jpg, 1, 0, 1, 0, 1, 0, 1, 1
de_wikipedia_org_png.rf.394064a7f76575ddf2638f6c8081fa03.jpg, 1, 1, 1, 0, 1, 0, 1, 1
pastebin_com_png.rf.3981052893868550c19d1bb88bfb9275.jpg, 1, 1, 0, 0, 1, 0, 1, 1
transip_nl_png.rf.39bce85a55f093bd5e9c959cd12541f8.jpg, 1, 1, 1, 0, 1, 0, 1, 1
academia_edu_png.rf.39fc3ffa385c7549e22592113b8c6412.jpg, 1, 0, 1, 0, 1, 0, 1, 1
joomla_org_png.rf.39yzBSO1BIVjKJ0yJ4cS.jpg, 1, 1, 1, 1, 0, 0, 1, 1
yandex_ru_png.rf.3DpD2ywo3aSAPVO3JlkD.jpg, 1, 1, 1, 0, 1, 0, 1, 1
prnewswire_com_png.rf.3EhSvSGLCgPdPJk3dzPl.jpg, 1, 0, 1, 0, 1, 0, 1, 1
thehill_com_png.rf.3FRV7oMbOipDxcYf00mc.jpg, 1, 1, 1, 1, 1, 0, 1, 1
scientificamerican_com_png.rf.3KMszb49XWREZ8EVqina.jpg, 1, 0, 1, 1, 1, 0, 1, 1
handelsblatt_com_png.rf.3Ss3ElLsVxlTPSZEc9r9.jpg, 1, 1, 1, 1, 1, 0, 1, 1
yr_no_png.rf.3a0074ef6784e15adfbb193e4fac8a4c.jpg, 1, 1, 0, 0, 1, 0, 1, 1
mashable_com_png.rf.3a6eb94f60c6eb871874fdc973379f89.jpg, 1, 0, 0, 0, 1, 0, 1, 1
sherwin-williams_com_png.rf.3a72790904c942986b832e10e8f70da4.jpg, 1, 0, 1, 0, 1, 0, 1, 1
shareasale_com_png.rf.3af7836d755a8a966e31d05e533e11b9.jpg, 1, 0, 0, 0, 1, 0, 0, 1
reactjs_org_png.rf.3b31f210fbda9e97ee3ea6c46101556d.jpg, 1, 1, 1, 0, 1, 0, 1, 1
onesignal_com_png.rf.3b547931d67aaeca7cd72562c1681167.jpg, 1, 0, 1, 0, 1, 0, 0, 1
marketplace_visualstudio_com_png.rf.3b7377d6bf9c92fce95a51f2e538f075.jpg, 1, 1, 1, 0, 1, 0, 1, 1
gmpg_org_png.rf.3ba8edee5676244d2414cdd131ddb2a0.jpg, 0, 0, 1, 0, 0, 0, 1, 1
yelp_com_png.rf.3bb4ec6278a90820dbd1caf9b2b20d81.jpg, 1, 1, 1, 0, 1, 0, 1, 1
ads_google_com_png.rf.3bc53Y4Fpx087juKWFPH.jpg, 1, 0, 1, 0, 1, 0, 1, 1
pexels_com_png.rf.3bcc779a7156bfad132f419573b8f711.jpg, 0, 1, 1, 1, 1, 0, 0, 0
fr_wikipedia_org_png.rf.3c36972b63dc4e4eae534f711e8f9ebe.jpg, 1, 1, 1, 0, 1, 0, 1, 1
wiki_mozilla_org_png.rf.3c40e9cce48bdb9a7c3a9a4de5cda856.jpg, 1, 1, 1, 0, 1, 0, 1, 1
store_google_com_png.rf.3c8d717c57a97f3b9407ce756cea0ac5.jpg, 1, 0, 0, 0, 1, 0, 1, 1
myaccount_google_com_png.rf.3ce8f9f3883062cb3f49a0458c06fbb8.jpg, 1, 0, 0, 0, 1, 0, 1, 1
quora_com_png.rf.3c7a8895b91816279aa84745dfbc822f.jpg, 1, 1, 1, 0, 1, 0, 1, 1
amazon_com_br_png.rf.3d024431043f28ff3b2e626309068fc0.jpg, 1, 1, 1, 0, 1, 0, 1, 1
audible_com_png.rf.3d0ce3a64c0d0c021cb72e3420c15f02.jpg, 1, 1, 1, 0, 1, 0, 1, 1
cdn_jsdelivr_net_png.rf.3d14343c95129d56f9234ce85e2167cd.jpg, 1, 0, 1, 0, 1, 0, 1, 1
popsci_com_png.rf.3d7d0751dd2f768b14badf4279093467.jpg, 1, 0, 0, 0, 1, 0, 1, 1
freewebs_com_png.rf.3d98a913f8d699f4c87f09e9e75c85f2.jpg, 1, 1, 1, 0, 1, 0, 1, 1
news_com_au_png.rf.3deqlTSrAiADPpl73YLP.jpg, 1, 1, 1, 0, 1, 0, 1, 1
ziprecruiter_com_png.rf.3e23be1eaa501ea6a8010d1595b0dc13.jpg, 1, 1, 1, 0, 1, 0, 1, 1
s3-us-west-2_amazonaws_com_png.rf.3e48e02961d869124a6cc9e713a48b44.jpg, 1, 0, 1, 1, 1, 0, 0, 1
sfchronicle_com_png.rf.3e52fb6bc0816d349340747c6cf6bcdd.jpg, 1, 0, 0, 1, 1, 0, 0, 1
itv_com_png.rf.3e981d9eff22b927842b0ecd8b8b5038.jpg, 1, 0, 1, 0, 1, 0, 1, 1
cnet_com_png.rf.3f15bcdddff68acaa20dedfc9613c7ab.jpg, 1, 0, 1, 1, 1, 0, 1, 1
windows_microsoft_com_png.rf.3f6b1f6d76f97c79c23b12c04b0957cd.jpg, 1, 0, 1, 0, 1, 0, 1, 1
pastebin_com_png.rf.3fFzie6MrfxkDxMFMFsO.jpg, 1, 1, 0, 0, 1, 0, 1, 1
kobo_com_png.rf.3ho7JqiGt3LlIl1twub9.jpg, 1, 1, 1, 0, 1, 0, 1, 1
business_linkedin_com_png.rf.3jQsAihG1z1QUVTvyrql.jpg, 1, 0, 1, 0, 1, 0, 0, 1
upload_wikimedia_org_png.rf.3muXrl881ybGplVMlwUd.jpg, 1, 1, 1, 0, 1, 0, 1, 1
fr_linkedin_com_png.rf.3r3j40R71C5LDJB30DdP.jpg, 1, 1, 1, 0, 1, 1, 0, 1
spotify_com_png.rf.3sqFZv3JsABMg5VRyuiX.jpg, 1, 0, 1, 0, 1, 0, 1, 1
crowdrise_com_png.rf.3zouZ2JGI6CANgKc1w5M.jpg, 1, 0, 1, 0, 1, 0, 1, 1
washingtontimes_com_png.rf.405096f8e5ecb4311ad94ec603aedff3.jpg, 0, 1, 1, 1, 1, 0, 1, 1
wp-rocket_me_png.rf.40517baa42f8ff54df0084ba4d911a81.jpg, 1, 0, 1, 0, 0, 0, 1, 1
